skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,обрабатывать внешнее финансирование,skill/competence
http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,правила лесопользования,skill/competence
http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17,use software design patterns,использование систем захвата для живых выступлений,skill/competence
http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f,perform data analysis,соблюдение стандартов практики в сфере социальных услуг,skill/competence
http://data.europa.eu/esco/skill/2bde42ae-e776-41c1-9ded-b07b30bfe985,Prolog (computer programming),участвовать в показах мод,knowledge
http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,design process,управление персоналом хиропрактики,skill/competence
http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,работа с ситами для ботанических материалов,skill/competence
http://data.europa.eu/esco/skill/2cc30e4e-2139-411a-9fa9-f0d616b64c57,monitor sociological trends,исследовать производственные травмы,skill/competence
http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,определение пола животного,skill/competence
http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,реализовывать краткосрочные цели,skill/competence
http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT network security risks,предоставлять информацию об услугах объекта,knowledge
http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages,риски безопасности сетей ИКТ,skill/competence
http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,история компьютеров,knowledge
http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,"сельскохозяйственное сырье, семена и корма для животных",knowledge
http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,применять управление делами,knowledge
http://data.europa.eu/esco/skill/3140d979-2d6a-4c10-add9-f7091103829f,create concept of digital game,раскрытие художественного потенциала исполнителей,skill/competence
http://data.europa.eu/esco/skill/31587950-8b69-4a15-91c2-74dae22d38a4,support audio system installation,обслуживание машины для укупорки бутылок,skill/competence
http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations,управление операциями кредитного союза,skill/competence
http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1,set up multimedia equipment,контролировать прибытие и отправление судов в порт,skill/competence
http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,procurement of ICT network equipment,настраивать мультимедийное оборудование,knowledge
http://data.europa.eu/esco/skill/326686e4-a55f-4eba-9d07-1c86408d5c5e,present evidence,использование традиционных техник иллюстрирования,skill/competence
http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f,documentation types,представлять доказательства,knowledge
http://data.europa.eu/esco/skill/332da224-6261-4caf-a38a-0f81001fddcc,transpose music,составлять отчеты об инцидентах с распределением топлива,skill/competence
http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,troubleshoot,"управлять лечением пациентов, зараженных ВИЧ",skill/competence
http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb,manage staff,"требования безопасности к товарам, транспортируемым по трубопроводам",skill/competence
http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,protect personal data and privacy,надзор за музыкальными группами,skill/competence
http://data.europa.eu/esco/skill/33d49d4f-31ec-473f-9b8a-b555aa5116bb,Iterative development,вывод электронных файлов,knowledge
http://data.europa.eu/esco/skill/33e584f9-ff7a-4979-bfc0-5a3a374a145a,social network analysis,Итеративное развитие,knowledge
http://data.europa.eu/esco/skill/33efa504-2f26-424d-b662-cee77e6e9c93,digital identity management,анализ социальных сетей,knowledge
http://data.europa.eu/esco/skill/3443f825-fe5b-4f7a-80c9-968130ed0297,monitor mixing in a live situation,улучшать лесные насаждения,skill/competence
http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,visual presentation techniques,мониторинг здоровья лесов,knowledge
http://data.europa.eu/esco/skill/3551b8e4-5b45-4983-bfb3-e5bfc029352b,prevent undesired changes to sound design,рекомендовать выбор корма для домашних животных,skill/competence
http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4,develop information security strategy,информирование о неисправностях туалетов,skill/competence
http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,execute email marketing,операции в доке,skill/competence
http://data.europa.eu/esco/skill/36fccad9-1d20-4104-bcc2-a8ea9d1ce5ea,assess power needs,управлять пенсионными фондами,skill/competence
http://data.europa.eu/esco/skill/370ebe1f-55a5-424f-a44e-f3c19222d63b,advise on strengthening security,анализировать научные данные,skill/competence
http://data.europa.eu/esco/skill/37838e04-ac5f-43a5-82d0-35f42351fd60,advise on safety improvements,использовать металлообрабатывающие инструменты,skill/competence
http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,manufacturing processes,управлять парковочными площадками для самолетов,knowledge
http://data.europa.eu/esco/skill/37a438f3-e28c-4e32-83c5-299f047c1dc9,apply tools for content development,камеры,skill/competence
http://data.europa.eu/esco/skill/37bc4dc0-1233-4008-98db-1116d0c1cfcc,define security policies,преподавать ветеринарную науку,skill/competence
http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,apply statistical analysis techniques,закрепить груз в трюме,skill/competence
http://data.europa.eu/esco/skill/38509fa4-7c06-4a4b-9622-f521f03c37b8,photography,обслуживать системы внутренней связи,knowledge
http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,консультировать по вопросам экономического развития,skill/competence
http://data.europa.eu/esco/skill/386774ac-fe5b-431a-b485-9aec0bf5c09e,maintain electrical equipment,процедуры спасения животных,skill/competence
http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32,do cloud refactoring,консультировать клиентов по вопросам аудиовизуального оборудования,skill/competence
http://data.europa.eu/esco/skill/38788a64-6271-40ff-9e0b-5644c38322ff,consultation methods,обслуживать электрооборудование,knowledge
http://data.europa.eu/esco/skill/38d49d88-9069-467b-b29e-3cae739bdd4d,build predictive models,содействие физической активности в сообществе,skill/competence
http://data.europa.eu/esco/skill/38da3c60-4b7c-4698-9256-574e4ee4e93b,knowledge base,надзор за питанием в сфере здравоохранения,knowledge
http://data.europa.eu/esco/skill/38dbdfc4-427e-4fc8-b394-b00ec29dbe3a,optics,ответы на вопросы пациентов,knowledge
http://data.europa.eu/esco/skill/390bd026-943b-44a5-b871-def0248e26b8,analyse the scenography,обеспечение соблюдения правил парка,skill/competence
http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,digital systems,проектировать системы дренажных колодцев,knowledge
http://data.europa.eu/esco/skill/398b4b25-fb61-4003-9293-50914d8bfcba,run a media server,управлять кассой,skill/competence
http://data.europa.eu/esco/skill/39f55791-434d-4169-9a46-c000a2859a66,ensure safety of mobile electrical systems,проводить земельные изыскания,skill/competence
